# Yale Bright Star Catalogue, 5th revised ed. (Hoffleit & Warren 1991, CDS V/50), stars to V=5.0.
# HR,RA J2000 deg,Dec J2000 deg,Vmag
8863,349.7058,-32.5319,4.41
8865,349.7404,-9.6108,4.98
8872,349.6562,68.1117,4.75
8880,350.1592,23.7403,4.60
8892,350.7425,-20.1006,3.97
8904,351.2096,62.2828,4.98
8905,351.3450,23.4042,4.40
8906,351.5117,-20.6419,4.39
8911,351.7333,1.2556,4.94
8916,351.9921,6.3789,4.28
8923,352.2888,12.7606,4.55
8926,352.5083,58.5489,4.91
8937,353.2429,-37.8183,4.37
8939,353.3192,-20.9144,4.71
8943,353.4883,31.3253,4.98
8949,353.7692,-42.6150,4.71
8959,354.4625,-45.4925,4.74
8961,354.3913,46.4581,3.82
8965,354.5342,43.2681,4.29
8968,354.9462,-14.2217,5.00
8969,354.9875,5.6264,4.13
8974,354.8367,77.6325,3.21
8976,355.1021,44.3339,4.14
8982,355.4408,-17.8164,4.82
8984,355.5117,1.7800,4.50
8988,355.6804,-14.5450,4.49
8997,355.9979,29.3617,4.93
9003,356.5088,46.4203,4.95
9008,356.7646,58.6519,4.87
9016,357.2317,-28.1303,4.57
9045,358.5958,57.4994,4.54
9062,359.3967,-64.2983,5.00
9064,359.4396,25.1414,4.66
9066,359.6033,51.3886,4.80
9067,359.6683,-3.5561,4.86
9071,359.7521,55.7550,4.88
9072,359.8279,6.8633,4.01
9076,359.9792,-65.5772,4.50
9084,0.3987,-77.0658,4.78
9089,0.4900,-6.0142,4.41
9098,0.9350,-17.3361,4.55
9103,1.1254,-10.5094,4.94
